region	gender	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80 и старше	85 и старше	sum
Ямало-Ненецкий АОк	woman	3596	3714	4047	4524	4450	4494	4380	4073	3892	4043	3917	3904	3513	3688	3505	3612	3397	3172	2826	2691	2734	2645	2878	3182	3270	2917	2513	2742	3324	3618	4387	5230	5499	5375	5459	5551	5513	5198	5379	5087	5142	4899	5041	5016	4890	4760	4829	4401	4409	4085	4035	3922	3836	4034	4158	4246	4349	4421	4319	3793	3414	3145	2603	2441	2112	1761	1561	1348	1183	1025	752	654	497	336	242	204	287	317	367	339	1688	654	272800
Тюменская область	all	20666	21312	23475	24411	24582	23675	23683	22454	20857	20792	20037	18735	16899	16320	16366	15593	15271	14261	14166	13420	14268	13697	14418	15437	16173	17438	21918	25167	27471	27902	29064	30480	30720	29400	28556	28582	26638	24061	23354	22419	21996	21591	21225	20807	20168	18912	18709	17649	17533	16368	16445	16078	16629	17349	18110	19636	20451	21297	22159	21210	21156	20286	19119	19294	19124	16913	16507	15771	14107	14081	10153	10184	8537	4554	3162	3043	3979	6409	6767	7380	39709	15698	1518695
Тюменская область	man	10569	10864	12068	12349	12761	12091	12111	11535	10629	10719	10199	9623	8590	8335	8350	8084	7791	7312	7068	6557	7153	6921	7595	8285	8423	9150	11390	13068	14221	14199	14713	15626	15518	15057	14551	14398	13153	12231	11683	11164	10726	10435	10348	10283	9752	9217	9032	8524	8588	7845	7871	7662	7902	8130	8366	8949	9329	9791	10098	9470	9253	8751	8212	8080	7814	6881	6632	6335	5585	5371	3937	3704	3037	1603	1004	981	1280	1966	1951	2007	9159	3124	721965
Тюменская область	woman	10097	10448	11407	12062	11821	11584	11572	10919	10228	10073	9838	9112	8309	7985	8016	7509	7480	6949	7098	6863	7115	6776	6823	7152	7750	8288	10528	12099	13250	13703	14351	14854	15202	14343	14005	14184	13485	11830	11671	11255	11270	11156	10877	10524	10416	9695	9677	9125	8945	8523	8574	8416	8727	9219	9744	10687	11122	11506	12061	11740	11903	11535	10907	11214	11310	10032	9875	9436	8522	8710	6216	6480	5500	2951	2158	2062	2699	4443	4816	5373	30550	12574	796730
Челябинская область	all	37454	39845	46150	47996	49064	48532	49451	46935	43799	43197	42551	39599	36182	35620	36238	35608	35013	32850	31703	29434	31655	29775	31439	33843	36464	36264	44494	49290	54332	56475	60648	62095	61104	59574	58577	59342	54805	52609	54273	50776	50769	50262	50063	50181	48051	46808	46248	44357	44803	41273	40068	38736	39049	40554	41943	45846	47452	49932	53155	49887	49245	48273	46288	47570	46652	41776	43461	41632	38856	38799	30690	29477	25704	15584	10469	9871	13546	20631	22324	23454	126959	47674	3475753
Челябинская область	man	19267	20367	23652	24665	25285	24893	25350	24103	22638	22219	21843	20148	18633	18256	18473	18197	17903	16892	15966	14392	15927	14683	15554	17120	18290	18209	22330	25071	27115	28118	30449	31161	30470	29749	28982	29305	26657	25513	26194	24404	24202	23986	23661	23535	22786	22043	21658	20939	21229	19382	18771	17968	17911	18429	19031	20578	21050	21967	23208	21325	20900	20189	19155	19052	18391	16271	16514	15592	14707	14159	11027	10150	8785	5201	3439	3122	3993	6032	6382	6319	30126	9909	1591608
Челябинская область	woman	18187	19478	22498	23331	23779	23639	24101	22832	21161	20978	20708	19451	17549	17364	17765	17411	17110	15958	15737	15042	15728	15092	15885	16723	18174	18055	22164	24219	27217	28357	30199	30934	30634	29825	29595	30037	28148	27096	28079	26372	26567	26276	26402	26646	25265	24765	24590	23418	23574	21891	21297	20768	21138	22125	22912	25268	26402	27965	29947	28562	28345	28084	27133	28518	28261	25505	26947	26040	24149	24640	19663	19327	16919	10383	7030	6749	9553	14599	15942	17135	96833	37765	1884145
Республика Алтай	all	3314	3386	3792	3939	4312	4349	4539	4579	4067	4088	4242	3905	3198	3385	3326	3248	3037	2697	2299	2026	2215	2111	2202	2381	2542	2327	2216	2190	2575	2877	3552	3747	3630	3520	3497	3793	3587	3538	3139	3211	3064	3201	3140	3016	3082	2721	2846	2618	2480	2335	2285	2300	2398	2364	2430	2618	2717	2966	3020	2920	2928	2817	2654	2548	2448	2057	1979	1898	1744	1617	1238	1109	897	513	299	300	430	634	725	689	4243	1835	218866
Республика Алтай	man	1707	1743	1980	2074	2245	2244	2309	2392	2063	2068	2131	1956	1681	1727	1712	1608	1553	1379	1172	996	1055	1026	1058	1112	1267	1201	1102	940	1261	1392	1769	1844	1807	1695	1703	1898	1728	1732	1543	1600	1497	1521	1526	1457	1476	1292	1359	1264	1095	1077	1074	1113	1109	1169	1087	1239	1209	1357	1428	1317	1324	1259	1165	1100	1036	848	809	771	716	626	448	359	326	170	94	99	125	188	224	209	984	372	104019
Республика Алтай	woman	1607	1643	1812	1865	2067	2105	2230	2187	2004	2020	2111	1949	1517	1658	1614	1640	1484	1318	1127	1030	1160	1085	1144	1269	1275	1126	1114	1250	1314	1485	1783	1903	1823	1825	1794	1895	1859	1806	1596	1611	1567	1680	1614	1559	1606	1429	1487	1354	1385	1258	1211	1187	1289	1195	1343	1379	1508	1609	1592	1603	1604	1558	1489	1448	1412	1209	1170	1127	1028	991	790	750	571	343	205	201	305	446	501	480	3259	1463	114847
Республика Тыва	all	6476	6922	7221	7276	7658	7763	7858	8126	7664	7769	7580	7205	5686	5596	5648	5666	5034	4131	3518	3247	3483	2995	3999	4370	4682	4940	3547	4006	4892	4923	5447	5715	5728	5182	5203	5228	4941	4634	4548	4603	4187	4220	4329	3997	4123	4143	4142	4015	3933	3773	3707	3596	3659	3540	3428	3367	3313	3170	3246	2810	2578	2333	2201	1930	1870	1561	1457	1383	1398	1348	1274	1050	1000	673	576	695	708	729	722	603	2526	895	324423
Республика Тыва	man	3370	3605	3800	3761	3880	3969	3981	4149	3952	3984	3851	3705	2886	2900	2887	2910	2573	2118	1813	1620	1824	1474	2013	2138	2386	2713	1941	2127	2532	2438	2767	2813	2730	2492	2529	2563	2352	2238	2125	2212	1880	1941	1999	1785	1862	1774	1856	1748	1674	1625	1597	1579	1630	1508	1520	1441	1373	1350	1400	1142	1081	944	865	808	743	618	559	529	506	489	467	364	349	252	203	221	241	231	216	190	682	219	155363
Республика Тыва	woman	3106	3317	3421	3515	3778	3794	3877	3977	3712	3785	3729	3500	2800	2696	2761	2756	2461	2013	1705	1627	1659	1521	1986	2232	2296	2227	1606	1879	2360	2485	2680	2902	2998	2690	2674	2665	2589	2396	2423	2391	2307	2279	2330	2212	2261	2369	2286	2267	2259	2148	2110	2017	2029	2032	1908	1926	1940	1820	1846	1668	1497	1389	1336	1122	1127	943	898	854	892	859	807	686	651	421	373	474	467	498	506	413	1844	676	169060
Республика Хакасия	all	6205	6669	7596	7909	8298	8396	8655	8105	7982	7985	7894	7278	6360	6157	6243	6260	5863	5316	4961	4286	4553	4284	5099	5294	5762	5823	6342	6925	7764	8091	8749	9373	9445	9013	9382	9520	9545	8821	8968	8298	8181	8288	8105	8058	7517	7533	7050	6479	6469	5813	5617	5562	5561	5925	6166	6737	7189	7520	8138	7854	7674	7549	7243	7248	7217	6664	6709	5932	5755	5673	4375	3621	2874	1731	1248	1148	1793	2452	2754	2650	14626	5885	536167
Республика Хакасия	man	3213	3414	3965	4044	4247	4249	4367	4112	4152	4140	4059	3812	3271	3165	3190	3205	3035	2701	2493	2113	2342	2106	2668	2565	2864	2980	3290	3357	3771	3946	4315	4689	4720	4433	4818	4722	4690	4329	4419	4055	3890	4020	3783	3868	3566	3535	3397	3110	3054	2780	2705	2580	2567	2758	2735	2972	3124	3358	3478	3400	3237	3172	3002	2973	2798	2662	2580	2315	2249	2084	1552	1251	989	620	424	390	539	735	785	727	3477	1242	249267
Республика Хакасия	woman	2992	3255	3631	3865	4051	4147	4288	3993	3830	3845	3835	3466	3089	2992	3053	3055	2828	2615	2468	2173	2211	2178	2431	2729	2898	2843	3052	3568	3993	4145	4434	4684	4725	4580	4564	4798	4855	4492	4549	4243	4291	4268	4322	4190	3951	3998	3653	3369	3415	3033	2912	2982	2994	3167	3431	3765	4065	4162	4660	4454	4437	4377	4241	4275	4419	4002	4129	3617	3506	3589	2823	2370	1885	1111	824	758	1254	1717	1969	1923	11149	4643	286900
Алтайский край	all	23274	25347	28340	29525	30768	31431	32016	29790	29300	29276	29601	27036	24118	24701	25483	25739	24358	22729	21692	20141	20469	19814	20411	21509	23358	23968	27674	29213	32003	33683	36059	37423	36601	36021	37254	39193	38376	36073	35883	34229	34270	34227	33639	34485	33366	31950	32195	30207	29422	26154	25420	25140	26065	26841	27498	30863	33390	36584	39390	38934	39544	39041	36615	36701	34024	30847	28700	29200	28106	26604	24082	21617	16031	9037	6548	5977	8002	12829	14887	15520	84982	33875	2332813
Алтайский край	man	12042	13065	14343	15082	15660	16031	16347	15281	15140	14813	15239	13932	12517	12685	13143	13193	12538	11504	10957	10039	10209	10045	10499	11172	12067	12590	14134	14452	15916	16594	17953	19015	18402	17941	18585	19486	18956	17562	17267	16576	16366	16255	16082	16428	15943	14997	15121	14340	13902	12175	11847	11747	12166	12513	12516	13996	15074	16504	17685	17153	17274	17028	15598	15345	14002	12523	11708	11572	10947	10227	8924	7978	5694	3180	2135	1853	2470	3773	4151	4301	21057	7370	1077522
Алтайский край	woman	11232	12282	13997	14443	15108	15400	15669	14509	14160	14463	14362	13104	11601	12016	12340	12546	11820	11225	10735	10102	10260	9769	9912	10337	11291	11378	13540	14761	16087	17089	18106	18408	18199	18080	18669	19707	19420	18511	18616	17653	17904	17972	17557	18057	17423	16953	17074	15867	15520	13979	13573	13393	13899	14328	14982	16867	18316	20080	21705	21781	22270	22013	21017	21356	20022	18324	16992	17628	17159	16377	15158	13639	10337	5857	4413	4124	5532	9056	10736	11219	63925	26505	1255291
Красноярский край	all	33388	35303	39624	40967	40772	40685	40738	37833	36324	36048	35404	32958	30130	30226	30943	30979	30108	28539	27595	25941	27998	26938	28869	29669	32092	32518	38621	43234	48187	48791	50836	52675	53099	51712	50312	52135	50897	47198	47978	44813	44368	43312	43299	42643	41228	39080	39063	37367	37479	34074	32756	32114	32795	33882	35883	38306	39252	41315	42625	39727	39285	38450	36742	36451	36661	32323	31826	29860	28713	27428	22667	20810	16793	10056	7592	6910	9835	14817	16089	15888	81185	29994	2874026
Красноярский край	man	17180	18154	20226	21032	21042	20832	20956	19330	18653	18526	18391	16881	15338	15541	16009	15832	15250	14673	13794	12762	13810	13396	14467	14871	16434	16318	19734	22263	24721	25190	25990	27067	26947	26065	25412	25949	25415	23327	23538	22039	21665	20916	20723	20413	19571	18604	18744	17949	17876	16439	15678	14989	15412	15702	16381	17457	17380	18432	18677	17279	16731	16244	15107	14684	14740	12606	12241	11409	10849	10009	7999	7324	5512	3272	2553	2159	2902	4315	4588	4367	19304	6234	1342557
Красноярский край	woman	16208	17149	19398	19935	19730	19853	19782	18503	17671	17522	17013	16077	14792	14685	14934	15147	14858	13866	13801	13179	14188	13542	14402	14798	15658	16200	18887	20971	23466	23601	24846	25608	26152	25647	24900	26186	25482	23871	24440	22774	22703	22396	22576	22230	21657	20476	20319	19418	19603	17635	17078	17125	17383	18180	19502	20849	21872	22883	23948	22448	22554	22206	21635	21767	21921	19717	19585	18451	17864	17419	14668	13486	11281	6784	5039	4751	6933	10502	11501	11521	61881	23760	1531469
Иркутская область	all	30654	31941	35247	36367	36196	37071	37534	36118	33714	34284	34030	31552	28013	27202	28165	27959	26950	25638	24151	22564	23545	23194	25264	25803	27551	27307	30654	35356	38881	40786	41936	43114	41951	39982	39239	40415	39473	36512	37234	35421	34772	34094	34109	33517	33239	32108	31801	30289	29280	27220	26720	25749	25785	26851	28062	29816	31073	32798	34035	32327	31982	31400	29890	29297	29679	26951	26481	25339	23790	23203	18876	17719	14398	8219	6252	5629	8687	12329	13372	13204	68453	24692	2397763
Иркутская область	man	15897	16259	18340	18641	18638	19102	19184	18366	17199	17568	17338	16232	14417	13947	14457	14272	13861	13038	12227	11444	11660	11551	12644	13044	13862	13857	15188	18214	19799	20556	21266	22036	21073	19957	19595	20061	19420	17589	18061	17175	16571	16095	16105	15771	15517	14792	14866	14090	13624	12680	12422	11906	11711	12287	12720	13267	13812	14352	14759	13701	13086	12960	12008	11566	11628	10322	9984	9373	8818	8186	6758	6085	4654	2553	1938	1622	2444	3355	3578	3323	15507	4896	1107831
Иркутская область	woman	14757	15682	16907	17726	17558	17969	18350	17752	16515	16716	16692	15320	13596	13255	13708	13687	13089	12600	11924	11120	11885	11643	12620	12759	13689	13450	15466	17142	19082	20230	20670	21078	20878	20025	19644	20354	20053	18923	19173	18246	18201	17999	18004	17746	17722	17316	16935	16199	15656	14540	14298	13843	14074	14564	15342	16549	17261	18446	19276	18626	18896	18440	17882	17731	18051	16629	16497	15966	14972	15017	12118	11634	9744	5666	4314	4007	6243	8974	9794	9881	52946	19796	1289932
Кемеровская область	all	26418	28014	32363	33523	35541	36617	37122	34424	34734	36046	35408	33460	31219	30744	29808	29515	28306	26412	24866	21794	23232	22446	23933	26319	28325	28269	31342	34801	39526	40380	43196	46554	46280	45221	44858	47220	46610	43122	43916	40827	40246	39164	39110	39537	37878	36678	36434	33853	34285	31070	29498	28371	28738	30487	31475	35007	37601	40158	43439	41361	41234	40442	38582	38039	36968	33201	32738	31398	31080	28600	23690	21451	17717	11128	8188	7023	9271	13749	15859	15760	91037	36126	2674256
Кемеровская область	man	13412	14208	16761	17079	18390	18813	19139	17587	17806	18479	18155	17198	15976	15592	15194	15148	14373	13731	12587	10739	11603	11237	11891	13196	14395	14614	15805	17620	20245	20502	21819	23503	23471	22574	22508	23125	22936	20817	21548	19559	19171	18493	18477	18480	17564	17018	17042	15739	16125	14581	13905	13119	13302	13942	14208	15831	16454	17828	19127	17751	17582	16891	15772	15282	14459	13068	12467	11890	11703	10350	8377	7384	6081	3641	2623	2195	2674	3830	4421	4040	21935	7896	1228157
Кемеровская область	woman	13006	13806	15602	16444	17151	17804	17983	16837	16928	17567	17253	16262	15243	15152	14614	14367	13933	12681	12279	11055	11629	11209	12042	13123	13930	13655	15537	17181	19281	19878	21377	23051	22809	22647	22350	24095	23674	22305	22368	21268	21075	20671	20633	21057	20314	19660	19392	18114	18160	16489	15593	15252	15436	16545	17267	19176	21147	22330	24312	23610	23652	23551	22810	22757	22509	20133	20271	19508	19377	18250	15313	14067	11636	7487	5565	4828	6597	9919	11438	11720	69102	28230	1446099
Новосибирская область	all	32572	34416	38018	38988	38420	38403	37787	35434	32811	32103	31506	28932	26624	27050	27585	27511	26164	24268	25334	25091	26559	26361	26190	27015	28173	30584	37858	42829	47117	48832	50247	51150	50756	49278	50081	51330	49642	45531	45809	42725	42332	41507	40851	40175	39506	37831	37853	35434	34374	32110	31064	30028	30700	32068	33575	36415	37676	40110	42822	40445	40855	39783	38441	38861	36675	32551	31374	31147	29594	28879	23927	23114	19298	11474	8372	7720	9844	14755	16799	17688	98273	38042	2793384
Новосибирская область	man	16855	17622	19468	19997	19845	19645	19280	18160	16726	16448	16214	14900	13651	13833	14226	14141	13435	12554	13005	13004	13499	13432	13603	13732	14545	15974	19147	21829	23975	24990	25605	26299	25810	24856	25149	25536	24674	22481	22460	20752	20451	20029	19702	19343	18880	18182	18100	17206	16622	15510	14721	14210	14411	14993	15521	16564	16989	17802	18847	17423	17402	17056	15968	15694	14717	12921	12301	11876	11240	10761	8582	8172	6717	3878	2706	2418	2902	4253	4792	4984	23906	8196	1300109
Новосибирская область	woman	15717	16794	18550	18991	18575	18758	18507	17274	16085	15655	15292	14032	12973	13217	13359	13370	12729	11714	12329	12087	13060	12929	12587	13283	13628	14610	18711	21000	23142	23842	24642	24851	24946	24422	24932	25794	24968	23050	23349	21973	21881	21478	21149	20832	20626	19649	19753	18228	17752	16600	16343	15818	16289	17075	18054	19851	20687	22308	23975	23022	23453	22727	22473	23167	21958	19630	19073	19271	18354	18118	15345	14942	12581	7596	5666	5302	6942	10502	12007	12704	74367	29846	1493275
Омская область	all	21135	22281	25784	27802	28878	28111	28443	25872	24335	23721	23368	22145	19912	19806	19942	20691	18787	17137	17023	15985	17927	17948	19908	20315	20975	22293	25839	27918	29276	29858	31616	32979	33712	32783	32797	33294	32936	30063	29949	28656	28052	27831	27651	27045	26446	25809	25539	24085	23389	22560	22555	22379	23378	24410	26012	28217	29362	30704	31858	30619	30585	29115	27552	26891	25212	21948	23658	21800	19420	19455	16002	16187	12712	7111	5187	4833	6685	10075	11207	12040	66419	24894	1944195
Омская область	man	10956	11362	13221	14297	14681	14381	14580	13419	12566	12127	12063	11464	10231	10085	10183	10613	9576	8895	8624	8040	9081	9121	10133	10540	10718	11728	13275	13947	14590	14681	15720	16608	17036	16454	16372	16473	16262	14817	14757	13993	13518	13298	13202	12783	12359	12114	12042	11257	11131	10588	10420	10306	10739	11161	11848	12664	12996	13588	13898	13347	13294	12542	11550	11158	10234	8738	9259	8329	7427	7046	5691	5799	4335	2324	1698	1448	2049	2912	3090	3192	15882	5255	898926
Омская область	woman	10179	10919	12563	13505	14197	13730	13863	12453	11769	11594	11305	10681	9681	9721	9759	10078	9211	8242	8399	7945	8846	8827	9775	9775	10257	10565	12564	13971	14686	15177	15896	16371	16676	16329	16425	16821	16674	15246	15192	14663	14534	14533	14449	14262	14087	13695	13497	12828	12258	11972	12135	12073	12639	13249	14164	15553	16366	17116	17960	17272	17291	16573	16002	15733	14978	13210	14399	13471	11993	12409	10311	10388	8377	4787	3489	3385	4636	7163	8117	8848	50537	19639	1045269
Томская область	all	11729	12778	14095	14534	14502	14528	14196	13457	13350	13422	13077	12262	11288	11221	11327	10633	10772	10288	12119	11155	11429	10808	10437	10710	10895	11376	16492	19524	23295	23234	21702	21041	20663	19971	19248	19832	18886	17106	18025	16162	15927	14997	15291	15136	14181	13796	14106	13372	13868	12077	11559	11317	11642	12148	12252	13288	13736	14251	16053	14826	15025	14235	13846	13824	13292	11842	11652	11136	11159	10628	9082	8209	6610	4219	2919	2688	3712	5128	5703	5673	31468	12580	1077442
Томская область	man	6096	6453	7170	7357	7447	7523	7285	6780	6844	6783	6654	6282	5801	5797	5912	5420	5533	5194	5915	5283	5457	5051	5110	5351	5535	5210	8359	10049	12129	11794	11109	10768	10614	10063	9611	10054	9436	8533	8859	7900	7645	7240	7435	7254	6930	6671	6749	6506	6657	5769	5487	5292	5443	5597	5686	6057	6340	6426	7182	6406	6521	6028	5715	5549	5421	4726	4520	4256	4320	4048	3409	3170	2327	1464	1082	888	1232	1627	1770	1686	7899	2915	504951
Томская область	woman	5633	6325	6925	7177	7055	7005	6911	6677	6506	6639	6423	5980	5487	5424	5415	5213	5239	5094	6204	5872	5972	5757	5327	5359	5360	6166	8133	9475	11166	11440	10593	10273	10049	9908	9637	9778	9450	8573	9166	8262	8282	7757	7856	7882	7251	7125	7357	6866	7211	6308	6072	6025	6199	6551	6566	7231	7396	7825	8871	8420	8504	8207	8131	8275	7871	7116	7132	6880	6839	6580	5673	5039	4283	2755	1837	1800	2480	3501	3933	3987	23569	9665	572491
Республика Бурятия	all	13847	14177	15937	16743	16864	16872	16636	16067	16061	16399	15955	15114	13571	12908	12624	12373	11980	10511	10326	10736	10585	10148	10801	11084	11698	10849	11983	13664	15446	16452	17549	18026	17946	17487	16918	17318	16622	15204	15166	14428	14321	14176	13810	12997	12784	12272	12011	11299	10672	10136	9861	10084	10433	10888	11131	11999	12297	13462	13746	13039	12804	12334	11630	11071	10979	10044	9710	8847	8291	8363	6614	5828	4537	2522	1874	1579	2862	4000	4514	4189	24188	9293	983273
Республика Бурятия	man	7166	7327	8121	8629	8817	8690	8522	8221	8248	8404	8241	7760	6888	6558	6470	6426	6071	5356	5545	6264	6067	5616	5869	5930	6310	6009	6464	7021	8101	8373	8760	8987	8933	8913	8400	8501	8155	7454	7412	7028	6917	6809	6591	6126	6051	5699	5565	5383	5036	4711	4580	4660	4816	5170	4995	5535	5444	6039	6178	5684	5505	5305	4940	4611	4440	3972	3883	3412	3192	3139	2477	2145	1613	888	608	498	821	1198	1275	1143	5854	2099	468935
Республика Бурятия	woman	6681	6850	7816	8114	8047	8182	8114	7846	7813	7995	7714	7354	6683	6350	6154	5947	5909	5155	4781	4472	4518	4532	4932	5154	5388	4840	5519	6643	7345	8079	8789	9039	9013	8574	8518	8817	8467	7750	7754	7400	7404	7367	7219	6871	6733	6573	6446	5916	5636	5425	5281	5424	5617	5718	6136	6464	6853	7423	7568	7355	7299	7029	6690	6460	6539	6072	5827	5435	5099	5224	4137	3683	2924	1634	1266	1081	2041	2802	3239	3046	18334	7194	514338
Республика Саха	all	13162	13954	15226	16189	16738	16384	16661	15976	15348	15877	15167	15008	13250	13271	13832	13378	12709	11965	11179	10023	10623	10610	11895	12595	13544	13288	13923	15714	17523	17459	17419	17985	17316	16786	16596	16303	15624	14322	14331	13713	13629	12916	12832	13014	12514	12476	12390	11988	12117	11370	11537	11411	11544	11949	12275	12593	13055	13762	13760	12445	11849	11374	10708	10005	9689	8867	8171	7409	7038	6253	4969	4557	3880	2897	2039	1622	1992	2340	2436	2560	13911	5002	967009
Республика Саха	man	6640	7237	7745	8202	8561	8417	8494	8247	7800	8076	7800	7668	6654	6796	7004	6865	6420	6156	5545	4815	5256	5150	5940	6205	7068	6987	7313	8471	9225	9239	9103	9392	8876	8519	8522	8278	7795	7241	7288	6878	6750	6373	6392	6424	6090	6062	5907	5823	5933	5452	5633	5444	5439	5650	5778	5993	6040	6262	6109	5713	5248	5068	4585	4197	3989	3625	3242	2922	2783	2453	1926	1612	1397	1047	699	560	625	754	774	748	4004	1300	469413
Республика Саха	woman	6522	6717	7481	7987	8177	7967	8167	7729	7548	7801	7367	7340	6596	6475	6828	6513	6289	5809	5634	5208	5367	5460	5955	6390	6476	6301	6610	7243	8298	8220	8316	8593	8440	8267	8074	8025	7829	7081	7043	6835	6879	6543	6440	6590	6424	6414	6483	6165	6184	5918	5904	5967	6105	6299	6497	6600	7015	7500	7651	6732	6601	6306	6123	5808	5700	5242	4929	4487	4255	3800	3043	2945	2483	1850	1340	1062	1367	1586	1662	1812	9907	3702	497596
Забайкальский край	all	13453	14165	15465	16286	16854	16710	16923	16230	15864	16125	15968	14854	13843	13498	13819	13446	12953	12044	12736	12971	12901	12190	12945	13602	13649	13401	13929	15505	17208	17526	18481	19225	18728	18270	17818	18423	18136	16846	17292	16483	16073	15787	15813	15214	14354	14049	13624	12605	12589	11275	10744	10541	10738	11222	11537	12626	13055	14077	14432	14178	14214	13357	12777	13018	12989	11390	10919	9967	9685	9292	6925	6307	5589	3019	2064	1814	3152	4432	4754	4617	24206	8846	1065785
Забайкальский край	man	6928	7186	7943	8391	8631	8602	8807	8445	8162	8211	8067	7610	7066	6925	7026	6882	6531	6182	7103	7616	7121	6863	7156	7335	7169	7063	7470	8210	8915	9128	9720	9890	9604	9172	8898	9076	9046	8331	8428	8127	8008	7636	7735	7346	6934	6712	6491	5971	5876	5317	5045	4919	5026	5158	5405	5836	5867	6328	6350	6206	6122	5653	5417	5409	5269	4461	4293	3876	3775	3458	2640	2338	1949	1072	713	619	956	1310	1337	1139	5972	2003	510980
Забайкальский край	woman	6525	6979	7522	7895	8223	8108	8116	7785	7702	7914	7901	7244	6777	6573	6793	6564	6422	5862	5633	5355	5780	5327	5789	6267	6480	6338	6459	7295	8293	8398	8761	9335	9124	9098	8920	9347	9090	8515	8864	8356	8065	8151	8078	7868	7420	7337	7133	6634	6713	5958	5699	5622	5712	6064	6132	6790	7188	7749	8082	7972	8092	7704	7360	7609	7720	6929	6626	6091	5910	5834	4285	3969	3640	1947	1351	1195	2196	3122	3417	3478	18234	6843	554805
Камчатский край	all	3417	3755	4015	4092	4122	4095	4047	3882	3529	3648	3666	3582	3362	3393	3306	3301	3312	2946	3025	3135	3151	3122	3239	3503	3634	3569	3967	4291	4804	5017	5746	5877	6012	6081	5868	6082	5608	5516	5473	5258	5188	5100	5115	5373	5183	5090	5057	4768	4716	4434	4188	4011	4153	4105	4217	4378	4382	4483	4502	4253	4044	3890	3574	3560	3487	3332	3297	3154	3035	3019	2555	2249	2001	1385	1048	915	1149	1386	1371	1290	4838	1361	314723
Камчатский край	man	1731	1905	2076	2091	2123	2057	2063	1959	1789	1866	1890	1865	1728	1734	1699	1705	1648	1472	1709	1910	1849	1789	1861	2016	2101	2093	2318	2591	2633	2730	3142	3140	3259	3305	3224	3277	2992	2982	2906	2797	2700	2680	2662	2779	2605	2609	2596	2402	2455	2309	2152	2060	2071	2082	2019	2103	2166	2177	2134	1992	1871	1750	1589	1561	1446	1377	1266	1212	1175	1125	930	829	691	469	349	300	320	434	412	330	1023	263	157237
Камчатский край	woman	1686	1850	1939	2001	1999	2038	1984	1923	1740	1782	1776	1717	1634	1659	1607	1596	1664	1474	1316	1225	1302	1333	1378	1487	1533	1476	1649	1700	2171	2287	2604	2737	2753	2776	2644	2805	2616	2534	2567	2461	2488	2420	2453	2594	2578	2481	2461	2366	2261	2125	2036	1951	2082	2023	2198	2275	2216	2306	2368	2261	2173	2140	1985	1999	2041	1955	2031	1942	1860	1894	1625	1420	1310	916	699	615	829	952	959	960	3815	1098	157486
Приморский край	all	19939	20825	23406	24293	24277	24099	23998	22783	20493	20773	19980	19983	18568	18937	19178	19044	18550	17294	18353	19511	19024	19158	20065	21253	22386	22413	24754	28018	31687	31494	31692	33140	32319	31770	31213	32046	30840	29599	31619	29358	29622	29039	28921	29281	28673	27935	28243	26824	27874	24916	23383	22478	23232	23445	24255	24922	25526	26267	28317	25518	25314	24676	23834	24591	24640	23007	23560	22024	21301	21203	17914	17927	15284	9790	7533	6628	9087	11947	11994	11382	52279	17552	1902718
Приморский край	man	10295	10754	12009	12438	12422	12420	12292	11659	10467	10635	10209	10261	9456	9766	9846	9756	9497	8889	10287	12106	11346	11271	11560	11945	12358	12489	13884	15254	16515	16512	16509	17201	16769	16649	15912	16450	15631	14854	15906	14770	14614	14497	14231	14342	14010	13753	13674	13195	13878	12343	11373	10768	11089	11178	11437	11477	11895	11877	12930	11341	10910	10651	9884	10112	10132	9120	9176	8487	8075	7926	6564	6480	5335	3413	2615	2174	2748	3518	3466	3115	13146	4121	910198
Приморский край	woman	9644	10071	11397	11855	11855	11679	11706	11124	10026	10138	9771	9722	9112	9171	9332	9288	9053	8405	8066	7405	7678	7887	8505	9308	10028	9924	10870	12764	15172	14982	15183	15939	15550	15121	15301	15596	15209	14745	15713	14588	15008	14542	14690	14939	14663	14182	14569	13629	13996	12573	12010	11710	12143	12267	12818	13445	13631	14390	15387	14177	14404	14025	13950	14479	14508	13887	14384	13537	13226	13277	11350	11447	9949	6377	4918	4454	6339	8429	8528	8267	39133	13431	992520
Хабаровский край	all	15059	15911	17724	18900	18546	18270	17991	16699	15350	15449	14945	13982	13383	13394	13380	12959	12151	12103	13367	14458	14852	14142	14362	15055	15712	16512	19206	21885	23856	24096	24713	25478	24191	23652	22989	22845	21983	20817	21480	20674	20619	19855	19665	19787	19048	18544	18658	17839	18046	16263	15315	14660	14627	15813	15681	16074	16392	16907	17629	16394	15999	15346	15314	15770	16489	15004	15075	14535	14133	13972	11462	11566	9807	6201	4731	3947	5651	7167	7568	7079	34320	11622	1321473
